customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
1535-IIII,Male,0,Yes,Yes,39,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),99.42,No,3865.31
4683-RRRR,Female,0,Yes,Yes,7,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,112.55,No,781.4
5729-FFFF,Male,0,Yes,No,60,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),64.0,Yes,3834.45
8492-SSSS,Male,0,No,Yes,7,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),26.87,Yes,185.78
9115-RRRR,Female,0,Yes,No,33,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),112.55,Yes,3714.03
9369-DDDD,Female,0,Yes,No,59,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.33,Yes,1559.74
2871-IIII,Female,0,No,Yes,56,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,One year,Yes,Mailed check,34.24,Yes,1932.26
9898-LLLL,Female,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.45,No,4745.93
9880-YYYY,Male,0,No,Yes,21,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),73.67,No,1536.63
1681-YYYY,Male,0,No,No,39,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,53.69,No,2101.67
8231-RRRR,Male,0,No,No,44,No,Yes,No,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,111.81,No,4922.29
4580-NNNN,Male,1,Yes,Yes,54,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Two year,Yes,Mailed check,114.78,No,6188.15
2677-XXXX,Female,1,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),51.49,Yes,2575.26
5055-JJJJ,Male,1,No,Yes,4,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,105.53,Yes,428.88
1528-OOOO,Male,1,No,Yes,12,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),86.44,No,1028.83
5305-LLLL,Female,1,No,No,27,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,45.84,Yes,1232.04
2425-OOOO,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),112.86,Yes,6885.22
2923-YYYY,Male,0,No,No,23,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,24.59,No,562.66
4882-GGGG,Male,0,Yes,No,6,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,50.2,Yes,285.73
6744-WWWW,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,58.07,No,2172.04
8015-FFFF,Male,0,Yes,Yes,36,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),87.66,Yes,3149.74
3281-ZZZZ,Male,0,No,Yes,67,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),22.11,No,1474.36
4385-GGGG,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,107.67,Yes,4410.69
1972-SSSS,Female,0,No,Yes,4,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.49,Yes,336.84
6747-RRRR,Male,1,Yes,No,63,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,No,One year,Yes,Electronic check,45.89,No,2894.18
5605-TTTT,Male,0,Yes,No,49,Yes,No,No,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,84.41,No,4125.29
9827-FFFF,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,72.21,Yes,1023.4
6302-WWWW,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Two year,No,Mailed check,52.05,No,
5794-JJJJ,Male,0,Yes,No,52,No,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,One year,Yes,Mailed check,21.12,No,1093.67
5380-QQQQ,Male,1,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,73.64,Yes,1774.9
2560-EEEE,Female,0,Yes,No,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),26.51,Yes,219.0
7743-BBBB,Male,0,Yes,No,37,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),99.67,Yes,3659.82
5543-UUUU,Female,0,No,No,21,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),27.15,No,569.43
3078-WWWW,Male,0,Yes,No,48,Yes,Yes,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,61.34,Yes,2944.75
3174-HHHH,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Two year,No,Mailed check,61.92,No,4150.88
3396-WWWW,Female,0,Yes,No,14,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No,Two year,No,Mailed check,74.15,Yes,1031.96
6277-HHHH,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.22,No,1419.45
7434-PPPP,Female,0,Yes,No,53,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,38.74,Yes,2058.29
3329-SSSS,Male,0,Yes,No,29,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Electronic check,38.3,Yes,1118.07
5402-UUUU,Female,1,Yes,No,19,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),78.45,Yes,1476.1
7786-MMMM,Male,0,Yes,Yes,32,No,Yes,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),44.75,Yes,1436.57
8405-CCCC,Male,1,No,Yes,6,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.74,Yes,199.86
2525-MMMM,Female,0,Yes,No,7,Yes,No,No,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,20.09,No,149.0
9447-XXXX,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),102.72,Yes,2764.72
5558-WWWW,Male,0,No,No,44,Yes,No phone service,No,No internet service,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),115.89,No,5103.52
7046-OOOO,Female,0,No,Yes,72,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),88.93,Yes,6384.21
8996-KKKK,Male,0,No,Yes,10,No,Yes,DSL,No internet service,No internet service,No,No,Yes,No,Two year,Yes,Mailed check,59.73,No,593.55
1040-YYYY,Male,0,Yes,Yes,30,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,30.51,Yes,912.03
2526-XXXX,Female,0,No,No,11,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),66.0,Yes,726.79
8511-UUUU,Female,1,Yes,No,50,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,64.21,Yes,3217.74
6869-CCCC,Male,0,No,No,43,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,60.45,Yes,2588.4
9756-MMMM,Male,0,Yes,No,49,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,56.27,Yes,2769.24
4568-NNNN,Female,0,No,Yes,16,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,No,Mailed check,68.17,No,1067.23
4470-PPPP,Female,0,Yes,No,34,Yes,No phone service,No,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,25.6,No,853.51
5399-KKKK,Male,0,No,Yes,0,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),22.1,No, 
5646-KKKK,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),24.68,No,700.45
9967-SSSS,Male,0,Yes,No,50,No,No phone service,No,No,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),38.35,Yes,1918.54
3139-SSSS,Male,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,46.2,No,2927.67
8951-ZZZZ,Male,0,Yes,Yes,3,Yes,No phone service,No,No,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,35.28,Yes,113.5
6631-VVVV,Male,0,Yes,Yes,27,Yes,No,No,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.57,No,1176.51
1793-BBBB,Male,1,Yes,Yes,15,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),36.93,Yes,549.03
2631-UUUU,Female,1,Yes,No,62,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),33.4,No,2064.53
8529-AAAA,Female,0,Yes,No,52,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.69,No,2483.55
3035-FFFF,Female,0,No,Yes,16,No,No phone service,No,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),58.2,No,925.38
8230-OOOO,Female,0,Yes,No,39,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),93.05,Yes,3631.44
1011-NNNN,Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.28,No,1364.6
4314-WWWW,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,110.61,No,5643.14
3161-UUUU,Male,0,Yes,No,57,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),66.08,No,3781.96
5945-FFFF,Male,0,No,No,36,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Electronic check,64.62,No,2331.86
5489-CCCC,Female,0,Yes,No,60,No,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,30.88,Yes,1848.11
6905-IIII,Male,0,No,No,33,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,One year,Yes,Mailed check,115.91,No,3828.54
2350-LLLL,Male,1,No,Yes,69,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,94.64,Yes,
3711-BBBB,Female,0,Yes,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,103.43,Yes,1656.95
7493-UUUU,Female,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),41.78,Yes,797.66
6005-XXXX,Female,1,Yes,Yes,72,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,58.56,No,4225.39
4836-NNNN,Female,1,Yes,No,58,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),28.57,No,1667.81
2494-WWWW,Male,0,Yes,Yes,68,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),112.8,No,7670.42
2559-AAAA,Male,0,Yes,No,32,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,46.98,No,1489.58
4496-PPPP,Female,0,No,Yes,16,Yes,Yes,No,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),78.15,Yes,1251.25
2276-EEEE,Male,1,Yes,Yes,56,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),33.55,Yes,1877.22
4705-QQQQ,Male,1,No,No,0,No,No phone service,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),98.93,No, 
8291-AAAA,Male,0,No,No,12,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),36.98,Yes,449.27
1132-WWWW,Female,0,Yes,No,26,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,99.59,Yes,2577.23
6629-DDDD,Male,0,Yes,No,69,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),58.63,No,4050.47
7919-WWWW,Female,0,Yes,Yes,58,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,One year,No,Mailed check,76.31,Yes,4427.26
3165-PPPP,Male,0,Yes,No,5,No,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),45.36,Yes,217.06
2160-HHHH,Male,1,No,Yes,22,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),106.97,Yes,2332.6
7276-CCCC,Male,0,Yes,Yes,9,Yes,Yes,No,No,No,Yes,No,Yes,No internet service,Two year,No,Mailed check,94.62,Yes,860.27
2678-DDDD,Female,1,No,Yes,50,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,53.85,Yes,2682.61
6133-LLLL,Male,1,Yes,Yes,18,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,77.08,No,1372.64
5902-EEEE,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.21,Yes,1554.85
7270-YYYY,Female,0,Yes,Yes,67,Yes,Yes,No,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),34.38,Yes,2315.17
3181-UUUU,Female,0,Yes,No,41,Yes,Yes,No,No,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),71.88,No,2949.03
3340-CCCC,Male,0,No,Yes,56,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),82.63,No,4631.73
9691-SSSS,Male,0,No,Yes,67,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),74.27,Yes,4975.61
1138-TTTT,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),74.47,No,2758.41
3688-OOOO,Male,0,No,No,61,No,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),92.85,Yes,5661.81
6753-XXXX,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,108.94,Yes,648.93
4490-UUUU,Female,0,Yes,Yes,70,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),57.2,Yes,3997.6
3480-NNNN,Female,0,Yes,No,49,No,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),72.21,Yes,3535.23
8248-GGGG,Male,0,No,Yes,51,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,No,Electronic check,108.0,No,5532.13
2420-DDDD,Female,0,No,No,25,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),64.91,Yes,1628.45
3293-YYYY,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,62.99,No,1566.17
3017-SSSS,Female,0,No,No,18,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,95.28,Yes,1701.73
7291-LLLL,Male,0,Yes,No,8,Yes,No phone service,No,No internet service,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),106.42,Yes,850.46
8035-KKKK,Male,0,Yes,No,60,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,92.39,No,5526.31
3290-HHHH,Female,0,No,Yes,19,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,28.31,No,546.95
5537-UUUU,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),64.96,Yes,3157.51
2380-HHHH,Female,1,No,Yes,21,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,No,Electronic check,39.55,Yes,827.43
5668-YYYY,Female,0,No,No,12,Yes,No,No,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,50.14,No,583.68
1439-VVVV,Male,0,Yes,No,11,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Electronic check,65.36,No,723.44
5942-GGGG,Female,0,No,Yes,9,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),40.51,Yes,357.01
9482-TTTT,Female,0,No,No,64,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,70.1,No,4493.45
9348-GGGG,Female,0,Yes,Yes,29,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),82.9,Yes,2382.46
7418-JJJJ,Male,0,Yes,Yes,7,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,106.18,Yes,754.56
1894-ZZZZ,Male,0,No,Yes,20,Yes,Yes,No,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.5,No,793.51
4921-PPPP,Female,0,No,Yes,21,Yes,No phone service,No,Yes,No,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),49.46,No,1038.31
7322-DDDD,Male,0,Yes,No,17,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),59.03,No,995.09
4949-PPPP,Female,0,No,No,65,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.82,Yes,2650.2
2163-QQQQ,Male,0,No,No,47,Yes,No phone service,No,Yes,Yes,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),51.62,No,2433.31
1197-LLLL,Male,1,Yes,Yes,43,Yes,No phone service,No,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,107.03,Yes,4593.93
6185-EEEE,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.18,Yes,256.32
7337-SSSS,Male,0,Yes,Yes,66,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),62.85,Yes,4145.09
7895-LLLL,Female,0,Yes,Yes,53,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),49.5,No,2625.32
9951-VVVV,Female,0,Yes,Yes,25,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,26.01,Yes,636.31
3830-YYYY,Female,0,Yes,Yes,25,Yes,No,No,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),27.91,No,712.27
8717-YYYY,Male,0,No,Yes,33,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),97.13,Yes,3214.66
2195-AAAA,Female,0,No,Yes,7,Yes,No,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),103.91,Yes,709.64
2106-AAAA,Female,0,Yes,No,9,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,92.76,Yes,815.2
5295-GGGG,Female,0,Yes,No,47,Yes,No,No,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,72.44,No,3418.74
1652-BBBB,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,95.9,No,5179.26
7520-QQQQ,Male,1,No,No,53,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,One year,No,Electronic check,33.53,No,1759.07
5693-UUUU,Male,0,No,Yes,39,Yes,No phone service,No,No internet service,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),96.66,No,3764.8
9209-YYYY,Female,0,Yes,Yes,14,Yes,Yes,No,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,60.81,No,848.44
7806-NNNN,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),93.66,Yes,1598.61
7590-CCCC,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,41.14,Yes,914.53
9791-RRRR,Male,0,Yes,No,61,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,101.92,Yes,6218.37
3501-IIII,Male,0,Yes,No,45,No,No phone service,No,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,75.35,Yes,3389.03
2369-JJJJ,Female,0,Yes,No,38,Yes,No phone service,No,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),18.99,Yes,716.88
2294-QQQQ,Male,0,No,No,14,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),70.44,No,1000.24
4329-ZZZZ,Male,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Electronic check,49.43,Yes,2566.14
3545-RRRR,Male,0,Yes,No,63,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,24.03,No,1519.06
6353-MMMM,Male,1,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,63.2,Yes,3907.66
2083-JJJJ,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),49.55,Yes,730.58
8167-XXXX,Male,0,Yes,Yes,69,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),38.79,Yes,2678.42
4909-BBBB,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),53.34,No,3463.31
5005-CCCC,Male,0,No,No,12,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,36.3,Yes,
8118-DDDD,Male,0,Yes,Yes,46,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),48.38,Yes,2222.26
8428-TTTT,Female,0,Yes,No,8,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),29.84,Yes,263.6
1901-JJJJ,Female,0,Yes,Yes,62,No,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Credit card (automatic),26.72,No,1656.27
3877-DDDD,Male,0,No,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,109.71,Yes,3617.43
1207-WWWW,Male,0,No,No,28,No,Yes,No,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.98,No,3048.46
3248-WWWW,Male,0,Yes,Yes,36,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,101.46,No,3664.55
1185-FFFF,Male,0,No,Yes,42,No,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,41.4,No,1737.35
9133-LLLL,Male,0,No,No,63,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),91.2,Yes,5748.08
9568-QQQQ,Male,0,No,No,23,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Mailed check,77.52,No,1790.13
5247-FFFF,Female,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,23.4,Yes,1651.04
7092-EEEE,Male,1,No,Yes,33,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,108.66,No,3578.5
5403-XXXX,Female,1,No,Yes,47,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),118.55,No,5562.23
2934-YYYY,Female,1,Yes,No,11,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),89.48,Yes,977.14
1480-KKKK,Male,0,No,Yes,22,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.52,Yes,919.97
8034-IIII,Female,0,No,No,12,Yes,No phone service,No,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),73.97,Yes,895.32
9582-CCCC,Female,0,Yes,Yes,44,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),29.24,Yes,1288.52
5308-WWWW,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,48.28,Yes,3099.71
2262-PPPP,Female,0,Yes,Yes,46,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),90.33,No,4162.87
